player,match_id,competition_id,season_id,minutes_played,matches_played,passes,completed_passes,key_passes,assists,shots,shots_on_target,goals,xG,xA,dribbles,dribbles_successful,tackles,tackles_won,interceptions,clearances,blocks,aerial_duels,aerial_duels_won,pressures,fouls_committed,fouls_won,cards_yellow,cards_red,saves,clean_sheets,goals_conceded
Édgar Osvaldo Barreto Cáceres,3878558,12,27,93,1,53,0,0,0,1,0,0,0.03267825,0,2,0,0,0,2,1,2,0,0,38,0,1,0,0,0,0,0
Angelo Palombo,3878558,12,27,91,1,47,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,3,0,0,20,0,2,0,0,0,0,0
Andrea Coda,3878558,12,27,21,1,7,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,6,1,0,0,0,0,0,0
Ervin Zukanović,3878558,12,27,91,1,28,0,0,0,1,0,0,0.04944457,0,1,1,0,0,0,6,3,0,0,9,0,0,0,0,0,0,0
David López Silva,3878558,12,27,93,1,29,0,0,0,3,1,0,0.164707605,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Jorge Luiz Frello Filho,3878558,12,27,92,1,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,0,8,1,2,0,0,0,0,0
Faouzi Ghoulam,3878558,12,27,92,1,20,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
Paweł Wszołek,3878558,12,27,91,1,3,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niklas Moisander,3878558,12,27,90,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Franco Damián Vázquez,3878557,12,27,93,1,23,0,1,0,1,0,0,0.008209623,0,6,5,0,0,1,1,0,0,0,28,3,8,0,0,0,0,0
Giancarlo González Castro,3878557,12,27,93,1,29,0,0,0,0,0,0,0.0,0,1,1,0,0,0,8,5,0,0,10,0,0,0,0,0,0,0
Andrea Rispoli,3878557,12,27,64,1,29,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,3,0,0,13,1,0,0,0,0,0,0
Aleksandar Trajkovski,3878557,12,27,93,1,35,0,0,0,1,0,0,0.034499805,0,3,1,0,0,0,1,3,0,0,26,3,1,0,0,0,0,0
Iván Rodrigo Piris Leguizamón,3878557,12,27,93,1,51,0,0,0,0,0,0,0.0,0,0,0,0,0,1,2,1,0,0,17,2,2,0,0,0,0,0
Mato Jajalo,3878557,12,27,92,1,42,0,0,0,0,0,0,0.0,0,1,1,0,0,2,5,6,0,0,27,3,3,0,0,0,0,0
Duván Esteban Zapata Banguera,3878557,12,27,93,1,19,0,0,0,9,1,0,0.7612385405000002,0,2,0,0,0,0,1,3,0,0,6,3,1,0,0,0,0,0
Ali Adnan Kadhim Al Tameemi,3878557,12,27,93,1,73,0,0,0,2,0,0,0.0185768649999999,0,3,2,0,0,0,1,5,0,0,10,0,1,0,0,0,0,0
Danilo Larangeira,3878557,12,27,94,1,64,0,0,0,1,0,0,0.024370423,0,0,0,0,0,4,3,4,0,0,11,2,0,0,0,0,0,0
Bruno Miguel Borges Fernandes,3878557,12,27,93,1,75,0,0,0,3,1,0,0.093510285,0,1,1,0,0,1,1,2,0,0,19,3,6,0,0,0,0,0
Abdelhamid El Kaoutari,3878557,12,27,93,1,38,0,0,0,0,0,0,0.0,0,0,0,0,0,2,3,2,0,0,23,1,1,0,0,0,0,0
Achraf Lazaar,3878557,12,27,94,1,47,0,0,0,1,0,0,0.020305913,0,2,0,0,0,0,4,5,0,0,29,1,1,0,0,0,0,0
Aljaž Struna,3878557,12,27,69,1,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,14,2,2,0,0,0,0,0
Orestis Karnezis,3878557,12,27,91,1,20,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Quaison,3878557,12,27,82,1,26,0,0,0,1,0,0,0.0075571197,0,1,0,0,0,0,3,3,0,0,23,2,2,0,0,0,0,0
Cyril Théréau,3878557,12,27,93,1,38,0,0,0,4,2,0,0.8247050400000001,0,1,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0
Luca Rigoni,3878557,12,27,76,1,20,0,0,1,1,1,1,0.26389578,0,0,0,0,0,0,2,1,0,0,19,4,0,0,0,0,0,0
Thomas Heurtaux,3878557,12,27,70,1,55,0,0,0,0,0,0,0.0,0,0,0,0,0,1,3,1,0,0,13,0,2,0,0,0,0,0
Edenílson Andrade dos Santos,3878557,12,27,93,1,69,0,0,0,1,0,0,0.1901603,0,2,1,0,0,0,0,2,0,0,14,1,0,0,0,0,0,0
Manuel Rolando Iturra Urrutia,3878557,12,27,79,1,45,0,0,0,0,0,0,0.0,0,2,2,0,0,0,1,0,0,0,22,3,4,0,0,0,0,0
Alexander Merkel,3878557,12,27,57,1,38,0,0,0,1,0,0,0.0067852833,0,0,0,0,0,1,0,1,0,0,31,3,0,0,0,0,0,0
Stefano Sorrentino,3878557,12,27,94,1,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Panagiotis Giorgios Kone,3878557,12,27,92,1,24,0,0,0,3,1,0,0.0659917939999999,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0
Edoardo Goldaniga,3878557,12,27,89,1,8,0,0,0,0,0,0,0.0,0,0,0,0,0,2,5,2,0,0,5,0,0,0,0,0,0,0
Antonio Di Natale,3878557,12,27,93,1,6,0,0,0,1,1,0,0.05024002,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Marco Antônio De Mattos Filho,3878557,12,27,94,1,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0
Roberto Vitiello,3878557,12,27,93,1,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,4,0,0,6,0,0,0,0,0,0,0
Oscar Hiljemark,3878557,12,27,91,1,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Josef Alexander Martínez Mencia,3878556,12,27,60,1,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,0,14,0,3,0,0,0,0,0
Fabio Quagliarella,3878556,12,27,93,1,13,0,0,1,4,3,1,0.2261227219999999,0,3,2,0,0,0,0,1,0,0,21,2,2,0,0,0,0,0
Giuseppe Vives,3878556,12,27,92,1,40,0,0,0,1,1,0,0.03470303,0,2,2,0,0,2,1,1,0,0,26,1,1,0,0,0,0,0
Nikola Maksimović,3878556,12,27,91,1,34,0,0,0,1,0,0,0.09532167,0,1,1,0,0,1,2,1,0,0,18,0,0,0,0,0,0,0
Borja Valero Iglesias,3878556,12,27,92,1,72,0,0,0,0,0,0,0.0,0,3,1,0,0,0,0,2,0,0,11,0,2,0,0,0,0,0
Kamil Glik,3878556,12,27,94,1,24,0,0,0,1,0,0,0.034558494,0,0,0,0,0,2,0,1,0,0,13,3,1,0,0,0,0,0
Bruno da Silva Peres,3878556,12,27,94,1,39,0,1,0,0,0,0,0.0,0,1,1,0,0,1,1,2,0,0,18,1,0,0,0,0,0,0
Anton Ciprian Tătărușanu,3878556,12,27,94,1,22,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Facundo Sebastián Roncaglia,3878556,12,27,93,1,101,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0
Marcos Alonso Mendoza,3878556,12,27,94,1,66,0,0,1,2,1,1,0.20195391,0,0,0,0,0,0,2,3,0,0,14,0,3,0,0,0,0,0
Mario Suárez Mata,3878556,12,27,91,1,69,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0
Nenad Tomović,3878556,12,27,93,1,101,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,0,0,4,2,0,0,0,0,0,0
Gonzalo Javier Rodríguez,3878556,12,27,94,1,110,0,0,0,0,0,0,0.0,0,1,1,0,0,1,2,2,0,0,4,1,1,0,0,0,0,0
Daniele Padelli,3878556,12,27,93,1,22,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano Moretti,3878556,12,27,88,1,42,0,0,1,1,1,1,0.18884851,0,0,0,0,0,0,3,1,0,0,13,3,0,0,0,0,0,0
Josip Iličić,3878556,12,27,72,1,32,0,0,0,2,2,0,0.016966349,0,2,0,0,0,0,0,2,0,0,9,0,3,0,0,0,0,0
Gilberto Moraes Junior,3878556,12,27,75,1,28,0,0,0,0,0,0,0.0,0,3,1,0,0,0,1,0,0,0,11,3,0,0,0,0,0,0
Matías Ariel Fernández Fernández,3878556,12,27,63,1,21,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0
Danilo Fernando Avelar,3878556,12,27,92,1,47,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,4,0,0,20,1,4,0,0,0,0,0
Daniele Baselli,3878556,12,27,83,1,27,0,0,1,1,1,1,0.026975889,0,4,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
Nikola Kalinić,3878556,12,27,94,1,27,0,0,0,2,2,0,0.296540387,0,1,0,0,0,0,0,0,0,0,10,2,2,0,0,0,0,0
Marco Benassi,3878556,12,27,64,1,11,0,0,0,1,0,0,0.010022078,0,0,0,0,0,0,0,1,0,0,19,2,0,0,0,0,0,0
Maximiliano Gastón López,3878556,12,27,94,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0
Federico Bernardeschi,3878556,12,27,94,1,8,0,0,0,1,0,0,0.08268834,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0
Afriyie Acquah,3878556,12,27,94,1,12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
Giuseppe Rossi,3878556,12,27,94,1,10,0,0,0,1,0,0,0.040055122,0,0,0,0,0,0,0,1,0,0,7,0,2,0,0,0,0,0
Ante Rebić,3878556,12,27,91,1,3,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0
Alessandro Gazzi,3878556,12,27,94,1,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Edin Džeko,3878555,12,27,93,1,34,0,0,1,5,2,1,0.598736191,0,0,0,0,0,0,0,1,0,0,18,5,3,0,0,0,0,0
Radja Nainggolan,3878555,12,27,90,1,65,0,0,0,2,1,0,0.0131691603,0,1,1,0,0,2,0,0,0,0,15,2,1,0,0,0,0,0
Alessandro Florenzi,3878555,12,27,91,1,77,0,0,0,2,0,0,0.044899952,0,3,2,0,0,2,1,3,0,0,12,1,0,0,0,0,0,0
Mohamed Salah,3878555,12,27,76,1,40,0,0,0,0,0,0,0.0,0,6,4,0,0,0,0,1,0,0,10,0,3,0,0,0,0,0
Iago Falqué Silva,3878555,12,27,88,1,46,0,1,0,2,1,0,0.2007829039999999,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
Lucas Digne,3878555,12,27,93,1,81,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,2,0,0,14,2,3,0,0,0,0,0
Patrice Evra,3878555,12,27,76,1,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,3,0,0,11,3,1,0,0,0,0,0
José Martín Cáceres Silva,3878555,12,27,93,1,40,0,0,0,1,0,0,0.051068306,0,0,0,0,0,2,5,2,0,0,13,2,0,0,0,0,0,0
Konstantinos Manolas,3878555,12,27,94,1,55,0,0,0,0,0,0,0.0,0,0,0,0,0,1,3,0,0,0,5,0,1,0,0,0,0,0
Wojciech Szczęsny,3878555,12,27,94,1,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniele De Rossi,3878555,12,27,92,1,66,0,0,0,0,0,0,0.0,0,0,0,0,0,1,2,0,0,0,8,2,1,0,0,0,0,0
Seydou Kéita,3878555,12,27,92,1,54,0,0,0,2,0,0,0.1260287,0,1,1,0,0,1,3,0,0,0,14,2,2,0,0,0,0,0
Miralem Pjanić,3878555,12,27,88,1,68,0,0,1,5,3,1,0.2199137974,0,1,1,0,0,2,0,1,0,0,16,2,2,0,0,0,0,0
Stephan Lichtsteiner,3878555,12,27,71,1,21,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,5,0,0,13,1,1,0,0,0,0,0
Stefano Sturaro,3878555,12,27,93,1,26,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,17,1,2,0,0,0,0,0
Simone Padoin,3878555,12,27,74,1,28,0,0,0,0,0,0,0.0,0,0,0,0,0,2,1,1,0,0,13,0,0,0,0,0,0,0
Giorgio Chiellini,3878555,12,27,92,1,53,0,0,0,1,0,0,0.051507045,0,1,1,0,0,2,9,2,0,0,9,2,2,0,0,0,0,0
Leonardo Bonucci,3878555,12,27,93,1,44,0,0,0,2,1,0,0.0714277344,0,0,0,0,0,1,4,3,0,0,3,1,1,0,0,0,0,0
Paul Pogba,3878555,12,27,94,1,33,0,0,0,2,0,0,0.121517585,0,1,1,0,0,1,2,1,0,0,23,2,0,0,0,0,0,0
Gianluigi Buffon,3878555,12,27,90,1,19,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario Mandžukić,3878555,12,27,62,1,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,14,2,2,0,0,0,0,0
Paulo Bruno Exequiel Dybala,3878555,12,27,92,1,23,0,0,1,3,1,1,0.65215128,0,3,1,0,0,0,0,1,0,0,18,2,2,0,0,0,0,0
Álvaro Borja Morata Martín,3878555,12,27,94,1,7,0,0,0,1,0,0,0.077224,0,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Roberto Maximiliano Pereyra,3878555,12,27,92,1,24,0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0
Juan Manuel Iturbe Arévalo,3878555,12,27,91,1,2,0,0,0,0,0,0,0.0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0
Juan Guillermo Cuadrado Bello,3878555,12,27,94,1,10,0,0,0,0,0,0,0.0,0,1,1,0,0,1,0,1,0,0,5,1,1,0,0,0,0,0
Segundo Víctor Ibarbo Guerrero,3878555,12,27,93,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adem Ljajić,3878555,12,27,93,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rubens Fernando Moedim,3878555,12,27,65,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Ignacio Gómez Taleb,3878554,12,27,91,1,30,0,0,0,2,1,0,0.0876795539999999,0,2,1,0,0,0,3,4,0,0,15,0,5,0,0,0,0,0
Luca Toni,3878554,12,27,92,1,26,0,0,0,4,0,0,0.3529557479999999,0,0,0,0,0,1,0,1,0,0,8,1,3,0,0,0,0,0
Rafael Márquez Álvarez,3878554,12,27,92,1,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,2,0,0,15,0,3,0,0,0,0,0
Nicolás Andrés Burdisso,3878554,12,27,85,1,17,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,9,2,0,0,0,0,0,0
Armando Izzo,3878554,12,27,92,1,53,0,0,0,0,0,0,0.0,0,2,2,0,0,2,6,1,0,0,11,4,1,0,0,0,0,0
Eros Pisano,3878554,12,27,92,1,45,0,0,0,0,0,0,0.0,0,2,1,0,0,2,2,3,0,0,9,1,1,0,0,0,0,0
Jules Olivier Ntcham,3878554,12,27,90,1,67,0,0,0,4,2,0,0.1513613,0,3,3,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0
Alberto Facundo Costa,3878554,12,27,92,1,100,0,0,0,4,0,0,0.1564138219999999,0,1,1,0,0,1,2,0,0,0,13,1,3,0,0,0,0,0
Issa Cissokho,3878554,12,27,92,1,64,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,17,1,3,0,0,0,0,0
Samuel Souprayen,3878554,12,27,92,1,33,0,0,0,2,1,0,0.079118561,0,0,0,0,0,0,4,4,0,0,16,0,0,0,0,0,0,0
Eugenio Lamanna,3878554,12,27,93,1,26,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Sebastián Laxalt Suárez,3878554,12,27,90,1,53,0,0,0,4,1,0,0.262390881,0,1,1,0,0,1,4,2,0,0,19,0,2,0,0,0,0,0
Sebastian De Maio,3878554,12,27,73,1,43,0,0,0,1,0,0,0.010075475,0,0,0,0,0,0,5,4,0,0,12,0,1,0,0,0,0,0
Tomás Eduardo Rincón Hernández,3878554,12,27,91,1,50,0,1,0,2,0,0,0.079769045,0,3,2,0,0,0,3,3,0,0,25,5,3,0,0,0,0,0
Serge Gakpé,3878554,12,27,92,1,30,0,0,1,3,1,1,0.436030074,0,2,2,0,0,0,1,2,0,0,14,1,0,0,0,0,0,0
Goran Pandev,3878554,12,27,55,1,17,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,8,2,2,0,0,0,0,0
Rafael de Andrade Bittencourt Pinheiro,3878554,12,27,86,1,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacopo Sala,3878554,12,27,83,1,22,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,3,0,0,22,0,1,0,0,0,0,0
Boško Janković,3878554,12,27,67,1,14,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,2,0,0,12,1,0,0,0,0,0,0
Emil Hallfreðsson,3878554,12,27,21,1,2,0,0,0,1,0,0,0.021075878,0,2,1,0,0,0,1,1,0,0,7,1,0,0,0,0,0,0
Leandro Greco,3878554,12,27,92,1,22,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,3,0,0,27,3,2,0,0,0,0,0
Vangelis Moras,3878554,12,27,92,1,11,0,0,0,0,0,0,0.0,0,0,0,0,0,1,7,2,0,0,13,2,0,0,0,0,0,0
Federico Viviani,3878554,12,27,93,1,39,0,0,0,1,0,0,0.038881876,0,0,0,0,0,1,3,2,0,0,30,2,2,0,0,0,0,0
Leonardo Pavoletti,3878554,12,27,71,1,1,0,0,1,2,2,1,0.53854004,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Giovanni Marchese,3878554,12,27,89,1,9,0,0,0,0,0,0,0.0,0,0,0,0,0,1,3,1,0,0,2,0,0,0,0,0,0,0
Darko Lazović,3878554,12,27,92,1,10,0,0,0,0,0,0,0.0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Giampaolo Pazzini,3878554,12,27,92,1,2,0,0,0,2,0,0,0.044004075,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,0,0,0
Luca Siligardi,3878554,12,27,92,1,6,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,0,0
Keita Baldé Diao,3878553,12,27,91,1,41,0,0,0,5,1,0,0.303713093,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0
Antonio Candreva,3878553,12,27,58,1,40,0,0,0,3,1,0,0.1121153544,0,4,0,0,0,1,0,3,0,0,16,1,1,0,0,0,0,0
Massimo Gobbi,3878553,12,27,90,1,55,0,0,0,0,0,0,0.0,0,0,0,0,0,3,4,2,0,0,28,3,1,0,0,0,0,0
Perparim Hetemaj,3878553,12,27,91,1,50,0,0,0,1,1,0,0.047466967,0,0,0,0,0,0,4,4,0,0,28,1,2,0,0,0,0,0
Dušan Basta,3878553,12,27,46,1,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0
Valter Birsa,3878553,12,27,81,1,30,0,2,1,2,1,1,0.054005644,0,2,1,0,0,0,0,3,0,0,19,0,2,0,0,0,0,0
Nicola Rigoni,3878553,12,27,72,1,46,0,0,0,0,0,0,0.0,0,0,0,0,0,1,5,2,0,0,19,2,1,0,0,0,0,0
Alessandro Gamberini,3878553,12,27,91,1,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,2,0,0,16,0,0,0,0,0,0,0
Nicolas Sebastian Frey,3878553,12,27,91,1,45,0,0,0,0,0,0,0.0,0,0,0,0,0,2,4,3,0,0,11,0,1,0,0,0,0,0
Stefan de Vrij,3878553,12,27,89,1,63,0,0,0,0,0,0,0.0,0,0,0,0,0,2,4,0,0,0,7,1,1,0,0,0,0,0
Boštjan Cesar,3878553,12,27,90,1,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,1,0,0,10,1,0,0,0,0,0,0
Ştefan Daniel Radu,3878553,12,27,91,1,80,0,0,0,0,0,0,0.0,0,2,2,0,0,1,1,0,0,0,9,2,0,0,0,0,0,0
Albano Benjamín Bizzarri,3878553,12,27,91,1,27,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senad Lulić,3878553,12,27,46,1,25,0,0,0,1,0,0,0.026656615,0,5,0,0,0,1,1,0,0,0,13,3,0,0,0,0,0,0
Danilo Cataldi,3878553,12,27,89,1,77,0,0,0,1,0,0,0.078048065,0,1,0,0,0,0,1,3,0,0,16,3,2,0,0,0,0,0
Marco Parolo,3878553,12,27,91,1,51,0,0,0,3,1,0,0.138926828,0,1,0,0,0,1,1,5,0,0,18,1,3,0,0,0,0,0
Ricardo Kishna,3878553,12,27,90,1,28,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
Santiago Juan Gentiletti Selak,3878553,12,27,91,1,62,0,0,0,0,0,0,0.0,0,1,1,0,0,2,3,3,0,0,13,1,0,0,0,0,0,0
Etrit Berisha,3878553,12,27,90,1,27,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riccardo Meggiorini,3878553,12,27,86,1,29,0,1,1,1,1,1,0.06767381,0,1,0,0,0,0,0,1,0,0,33,2,3,0,0,0,0,0
Lucas Nahuel Castro,3878553,12,27,91,1,46,0,0,0,0,0,0,0.0,0,0,0,0,0,2,3,2,0,0,44,1,2,0,0,0,0,0
Alberto Paloschi,3878553,12,27,87,1,36,0,0,2,5,2,2,1.930751864,0,3,1,0,0,0,2,1,0,0,28,0,1,0,0,0,0,0
Patricio Gabarrón Gil,3878553,12,27,90,1,40,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0
Ravel Morrison,3878553,12,27,91,1,30,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0
Felipe Anderson Pereira Gomes,3878553,12,27,90,1,14,0,0,0,1,0,0,0.023896927,0,3,2,0,0,0,0,2,0,0,12,2,1,0,0,0,0,0
Fabrizio Cacciatore,3878553,12,27,88,1,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0
Simone Pepe,3878553,12,27,90,1,5,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
Paul-José M''Poku Ebunge,3878553,12,27,91,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Marcelo Brozović,3878552,12,27,84,1,52,0,0,0,1,0,0,0.06752972,0,3,2,0,0,1,0,2,0,0,23,2,1,0,0,0,0,0
Rodrigo Sebastián Palacio,3878552,12,27,92,1,29,0,0,0,2,1,0,0.50668484,0,2,2,0,0,0,1,2,0,0,22,2,0,0,0,0,0,0
Gary Alexis Medel Soto,3878552,12,27,93,1,85,0,0,0,0,0,0,0.0,0,1,0,0,0,2,1,0,0,0,24,0,0,0,0,0,0,0
Davide Santon,3878552,12,27,79,1,51,0,0,0,0,0,0,0.0,0,1,1,0,0,0,1,4,0,0,14,4,0,0,0,0,0,0
Jeison Fabián Murillo Cerón,3878552,12,27,92,1,87,0,0,0,1,0,0,0.1188197,0,0,0,0,0,0,2,1,0,0,11,1,1,0,0,0,0,0
Geoffrey Kondogbia,3878552,12,27,93,1,74,0,0,0,0,0,0,0.0,0,4,3,0,0,0,0,0,0,0,20,1,2,0,0,0,0,0
João Miranda de Souza Filho,3878552,12,27,93,1,68,0,0,0,0,0,0,0.0,0,0,0,0,0,6,7,2,0,0,14,1,3,0,0,0,0,0
Fredy Alejandro Guarín Vásquez,3878552,12,27,92,1,55,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,3,0,0,22,1,1,0,0,0,0,0
Juan Guilherme Nunes Jesus,3878552,12,27,92,1,94,0,0,0,2,1,0,0.1102069089999999,0,3,2,0,0,0,3,1,0,0,23,0,0,0,0,0,0,0
Wallace Oliveira dos Santos,3878552,12,27,75,1,30,0,0,0,0,0,0,0.0,0,4,2,0,0,3,2,3,0,0,17,0,0,0,0,0,0,0
Gaetano Letizia,3878552,12,27,93,1,25,0,0,0,0,0,0,0.0,0,0,0,0,0,2,9,4,0,0,31,1,2,0,0,0,0,0
Luca Marrone,3878552,12,27,93,1,32,0,0,0,1,0,0,0.03562867,0,1,1,0,0,2,0,3,0,0,20,0,2,0,0,0,0,0
Samir Handanovič,3878552,12,27,93,1,27,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igor Bubnjić,3878552,12,27,93,1,23,0,0,0,0,0,0,0.0,0,0,0,0,0,2,11,1,0,0,11,0,0,0,0,0,0,0
Lorenzo Lollo,3878552,12,27,92,1,22,0,0,0,2,1,0,0.021025687,0,1,0,0,0,1,2,3,0,0,46,1,2,0,0,0,0,0
Kamil Wilczek,3878552,12,27,65,1,18,0,0,0,2,1,0,0.171435654,0,3,2,0,0,0,0,2,0,0,16,2,0,0,0,0,0,0
Matteo Fedele,3878552,12,27,78,1,32,0,0,0,2,0,0,0.259838696,0,2,2,0,0,2,1,3,0,0,23,2,1,0,0,0,0,0
Gabriel Moisés Antunes da Silva,3878552,12,27,92,1,46,0,0,0,0,0,0,0.0,0,5,4,0,0,0,3,1,0,0,12,1,3,0,0,0,0,0
Riccardo Gagliolo,3878552,12,27,90,1,34,0,0,0,0,0,0,0.0,0,0,0,0,0,4,9,2,0,0,9,0,2,0,0,0,0,0
Stevan Jovetić,3878552,12,27,89,1,58,0,0,2,6,3,2,1.966775441,0,9,4,0,0,0,0,2,0,0,14,4,1,0,0,0,0,0
Ryder Matos Santos,3878552,12,27,92,1,15,0,0,0,2,1,0,0.100310105,0,1,1,0,0,1,0,2,0,0,22,3,2,0,0,0,0,0
Željko Brkić,3878552,12,27,93,1,20,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kevin Lasagna,3878552,12,27,93,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,2,0,0,8,1,0,0,0,0,0,0
Antonio Di Gaudio,3878552,12,27,93,1,4,0,0,1,2,2,1,0.232005344,0,1,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
Andrea Lazzari,3878552,12,27,92,1,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0
